Date,AUDNZD,AUDUSD,EURCAD,EURCHF,EURJPY,EURUSD,GBPCHF,USDCAD,USDJPY,USDSEK,USDSGD,XAGUSD
2012.01.02,1.31253,1.02218,1.31742,1.21439,99.704,1.29445,1.45287,1.01781,77.031,6.87122,1.29701,27.812
2012.01.03,1.31264,1.02499,1.31578,1.21554,99.54,1.29364,1.45755,1.01724,76.943,6.89644,1.29642,28.17
2012.01.04,1.31225,1.0377,1.32017,1.2164,100.166,1.30537,1.45761,1.01135,76.732,6.81452,1.28383,29.611
2012.01.05,1.31458,1.0366,1.31057,1.21845,99.207,1.29302,1.47065,1.01351,76.724,6.84137,1.288,29.157
2012.01.06,1.31255,1.02502,1.30455,1.21815,98.71,1.27915,1.4759,1.01979,77.168,6.92097,1.29149,29.227
2012.01.07,1.30943,1.0226,1.3075,1.21537,97.86,1.27205,1.47533,1.02791,76.959,6.94197,1.29419,28.68
2012.01.08,1.30788,1.0195,1.3038,1.21498,97.48,1.26818,1.47549,1.02702,76.86,6.9512,1.29771,28.68
2012.01.09,1.30762,1.0222,1.30458,1.21512,97.543,1.26784,1.47732,1.02899,76.938,6.95998,1.29633,28.864
2012.01.10,1.29999,1.02361,1.30593,1.21104,98.183,1.27722,1.4652,1.0225,76.874,6.89327,1.29449,28.985
2012.01.11,1.29638,1.02967,1.29728,1.21235,98.017,1.27528,1.47071,1.01723,76.858,6.90609,1.29014,29.924
2012.01.12,1.29246,1.03153,1.29537,1.21282,97.792,1.27214,1.46175,1.01817,76.87,6.92907,1.29057,29.95
2012.01.13,1.30197,1.0333,1.30541,1.21022,98.446,1.28199,1.44812,1.01829,76.788,6.92408,1.28919,30.153
2012.01.14,1.29825,1.03206,1.2963,1.20761,97.57,1.26768,1.45857,1.02272,76.9,6.99052,1.29261,29.728
2012.01.15,1.29801,1.0287,1.2932,1.20692,97.21,1.26311,1.46035,1.02343,76.955,7.0092,1.29345,29.708
2012.01.16,1.29584,1.02791,1.29553,1.20674,97.291,1.26471,1.4598,1.02436,76.926,7.00928,1.29319,29.785
2012.01.17,1.29945,1.03198,1.28892,1.21032,97.303,1.26659,1.46383,1.01765,76.829,6.98167,1.29063,29.931
2012.01.18,1.29656,1.03747,1.29358,1.20956,97.913,1.27462,1.4555,1.01487,76.817,6.91895,1.28358,30.098
2012.01.19,1.29641,1.04159,1.30139,1.20772,98.78,1.28636,1.44833,1.01162,76.789,6.84108,1.27669,30.457
2012.01.20,1.29697,1.04123,1.31144,1.20857,99.899,1.29609,1.44356,1.01182,77.077,6.75167,1.27201,30.591
2012.01.21,1.2998,1.0481,1.3097,1.20797,99.611,1.29302,1.45456,1.01193,77,6.77648,1.2705,32.161
2012.01.22,1.29854,1.04823,1.30982,1.20685,99.14,1.28802,1.45737,1.01376,76.96,6.7852,1.272,32.139
2012.01.23,1.30019,1.04666,1.30825,1.20758,99.193,1.28865,1.45628,1.01512,76.97,6.80141,1.27303,31.785
2012.01.24,1.29747,1.05269,1.31223,1.20716,100.288,1.30241,1.44361,1.00752,77.002,6.74294,1.26695,32.423
2012.01.25,1.29178,1.04792,1.31549,1.20901,101.259,1.30347,1.44921,1.00918,77.684,6.75343,1.26694,32.118
2012.01.26,1.29539,1.05952,1.31662,1.20802,101.931,1.31054,1.44321,1.00451,77.778,6.73903,1.26018,33.058
2012.01.27,1.29253,1.06102,1.31235,1.20644,101.381,1.30879,1.4447,1.00266,77.463,6.787,1.25848,33.391
2012.01.28,1.2915,1.0657,1.32398,1.20594,101.32,1.32174,1.43501,1.00243,76.67,6.7379,1.24981,33.893
2012.01.29,1.28914,1.0635,1.3228,1.20572,101.33,1.32123,1.4346,1.00122,76.69,6.7365,1.25176,33.87
2012.01.30,1.29133,1.06342,1.32239,1.20623,101.353,1.32068,1.43577,1.00126,76.743,6.7564,1.25129,33.885
2012.01.31,1.29201,1.05861,1.31678,1.20545,100.337,1.3138,1.44097,1.00223,76.369,6.74628,1.25728,33.459
2012.02.01,1.28572,1.0619,1.31185,1.20353,99.73,1.30756,1.45038,1.00324,76.271,6.80347,1.25783,33.164
2012.02.02,1.28566,1.06989,1.31377,1.20437,100.347,1.31692,1.44893,0.99757,76.196,6.733,1.25012,33.775
2012.02.03,1.28663,1.07017,1.31294,1.20526,100.07,1.31356,1.44991,0.99951,76.184,6.74398,1.24733,34.217
2012.02.04,1.28722,1.0757,1.3068,1.20759,100.73,1.31566,1.44996,0.99325,76.591,6.6729,1.24064,33.563
2012.02.05,1.28593,1.0779,1.3038,1.20699,100.3,1.30949,1.45399,0.99572,76.56,6.7058,1.24236,33.563
2012.02.06,1.289,1.0766,1.30384,1.20645,100.482,1.3124,1.45232,0.99343,76.565,6.69317,1.24343,33.632
2012.02.07,1.2859,1.0722,1.30703,1.2063,100.437,1.31179,1.4538,0.99635,76.566,6.72449,1.24894,33.634
2012.02.08,1.29245,1.0806,1.31832,1.20868,101.704,1.32473,1.44982,0.99509,76.771,6.66488,1.24565,34.093
2012.02.09,1.29369,1.07854,1.32002,1.20996,102.093,1.32472,1.44386,0.99646,77.067,6.65468,1.24613,33.883
2012.02.10,1.29228,1.07667,1.3214,1.21106,103.095,1.32752,1.44229,0.99536,77.654,6.63389,1.24838,33.918
2012.02.11,1.291,1.06718,1.3216,1.20728,102.4,1.31946,1.44118,1.00093,77.55,6.6609,1.25928,33.562
2012.02.12,1.28969,1.0672,1.3213,1.20896,102.36,1.32022,1.44315,1.0007,77.56,6.6542,1.25809,33.474
2012.02.13,1.2898,1.0672,1.32412,1.20957,102.879,1.32398,1.44127,1.00013,77.707,6.64147,1.25543,33.779
2012.02.14,1.28683,1.07297,1.31682,1.20834,101.962,1.31543,1.44421,1.00105,77.515,6.67817,1.25847,33.547
2012.02.15,1.28101,1.06874,1.31113,1.20751,102.935,1.31281,1.44306,0.99873,78.407,6.68274,1.26397,33.538
2012.02.16,1.28346,1.06942,1.30613,1.20678,102.478,1.30548,1.44974,1.0004,78.492,6.72834,1.26472,33.404
2012.02.17,1.286,1.07503,1.30858,1.20671,103.478,1.31269,1.45276,0.9969,78.832,6.72056,1.26149,33.474
2012.02.18,1.28171,1.0709,1.3106,1.2089,104.62,1.31446,1.45564,0.99682,79.54,6.72466,1.25774,33.26
2012.02.19,1.2839,1.0709,1.3088,1.20835,104.83,1.31375,1.45279,0.99684,79.55,6.7009,1.25824,33.26
2012.02.20,1.28219,1.0702,1.31128,1.20972,105.5,1.32232,1.45137,0.99165,79.783,6.67587,1.25049,33.582
2012.02.21,1.28052,1.07543,1.31372,1.20664,105.151,1.32071,1.44588,0.99466,79.617,6.67128,1.25447,33.503
2012.02.22,1.27766,1.06598,1.32014,1.20776,105.79,1.32482,1.43942,0.99644,79.847,6.64451,1.25562,34.263
2012.02.23,1.28318,1.06343,1.32471,1.20647,106.392,1.3255,1.42617,0.99935,80.273,6.65657,1.25754,34.296
2012.02.24,1.281,1.07268,1.33373,1.2051,106.908,1.33737,1.41834,0.99726,79.94,6.61364,1.25171,35.337
2012.02.25,1.2785,1.0699,1.3431,1.20501,109.1,1.34445,1.42183,0.99922,80.97,6.5511,1.25432,35.36
2012.02.26,1.27825,1.0699,1.34368,1.20446,109.42,1.34467,1.42144,0.99933,81.19,6.5525,1.25535,35.36
2012.02.27,1.27919,1.0691,1.34628,1.20449,109.725,1.34669,1.42043,0.99965,81.482,6.5442,1.25499,35.422
2012.02.28,1.27992,1.07525,1.33836,1.2047,107.886,1.34073,1.42226,0.99814,80.466,6.58786,1.25459,35.394
2012.02.29,1.28496,1.07654,1.33966,1.2052,108.468,1.34785,1.42356,0.99391,80.476,6.54408,1.2474,36.94
2012.03.01,1.28626,1.073,1.31709,1.20534,108.301,1.33241,1.44028,0.98844,81.28,6.61774,1.25093,34.83
2012.03.02,1.28866,1.08095,1.31292,1.20594,108.057,1.33263,1.44416,0.9852,81.088,6.61283,1.24772,35.424
2012.03.03,1.29364,1.0729,1.30518,1.2056,107.93,1.31945,1.44666,0.98945,81.78,6.6773,1.2514,34.703
2012.03.04,1.29015,1.0735,1.3051,1.20615,107.8,1.31976,1.44769,0.98894,81.79,6.6897,1.25179,34.74
2012.03.05,1.29278,1.073,1.30476,1.20619,107.611,1.31851,1.44802,0.98956,81.618,6.68634,1.25387,34.727
2012.03.06,1.29905,1.067,1.31435,1.2058,107.813,1.32228,1.44742,0.9939,81.531,6.69069,1.25654,34.024
2012.03.07,1.29852,1.05646,1.3136,1.20522,105.795,1.31194,1.44405,1.00128,80.638,6.79128,1.26272,32.918
2012.03.08,1.29717,1.058,1.31197,1.2051,106.903,1.31406,1.44247,0.99832,81.356,6.7837,1.25942,33.406
2012.03.09,1.2917,1.06437,1.31453,1.20546,108.286,1.32712,1.43708,0.99048,81.594,6.69663,1.25122,33.841
2012.03.10,1.28675,1.0576,1.29948,1.20552,108.11,1.31207,1.43982,0.99013,82.42,6.80209,1.2537,34.27
2012.03.11,1.28648,1.058,1.29945,1.20533,108.11,1.31217,1.43959,0.99034,82.47,6.7921,1.25433,34.26
2012.03.12,1.2895,1.0573,1.29955,1.20593,108.061,1.31216,1.4398,0.99034,82.351,6.79364,1.25699,34.284
2012.03.13,1.28446,1.05304,1.30572,1.20541,108.476,1.31696,1.43237,0.99147,82.372,6.78917,1.25712,33.649
2012.03.14,1.28248,1.05364,1.29278,1.20797,108.494,1.30791,1.45029,0.98845,82.957,6.77378,1.25855,33.353
2012.03.15,1.29206,1.04482,1.29417,1.21295,109.152,1.30202,1.45798,0.99392,83.831,6.85195,1.26878,32.193
2012.03.16,1.28418,1.05173,1.29765,1.2076,109.18,1.30766,1.44982,0.99232,83.495,6.79199,1.26406,32.48
2012.03.17,1.28361,1.0592,1.30669,1.2058,109.818,1.31725,1.44914,0.99143,83.43,6.7398,1.25736,32.48
2012.03.18,1.28367,1.0592,1.30623,1.20582,109.95,1.31741,1.44991,0.99143,83.43,6.7386,1.25741,32.486
2012.03.19,1.28241,1.06003,1.30587,1.20655,109.968,1.31759,1.44991,0.99106,83.458,6.734,1.25672,32.573
2012.03.20,1.28385,1.05967,1.30659,1.20618,110.302,1.32291,1.4483,0.98765,83.376,6.7177,1.25659,32.897
2012.03.21,1.28204,1.04838,1.31197,1.20611,110.76,1.3238,1.4453,0.99108,83.667,6.73792,1.26333,32.048
2012.03.22,1.28663,1.045,1.31129,1.20573,109.96,1.32181,1.44786,0.99204,83.195,6.71505,1.26427,32.144
2012.03.23,1.28215,1.03987,1.31882,1.2056,108.968,1.32044,1.44451,0.99874,82.517,6.76754,1.26455,31.626
2012.03.24,1.27754,1.047,1.3246,1.2044,109.28,1.32676,1.44029,0.99753,82.33,6.7294,1.26109,32.21
2012.03.25,1.27841,1.047,1.3238,1.2048,109.27,1.32696,1.44075,0.99755,82.33,6.727,1.26117,32.21
2012.03.26,1.28144,1.0486,1.32373,1.20505,109.711,1.32832,1.44044,0.99658,82.596,6.72416,1.25908,32.365
2012.03.27,1.27975,1.05271,1.3242,1.20619,110.886,1.33566,1.44124,0.99139,83.017,6.66199,1.25719,32.763
2012.03.28,1.27398,1.04542,1.32706,1.20558,110.721,1.33288,1.44281,0.99559,83.069,6.6809,1.25728,32.604
2012.03.29,1.26945,1.03911,1.32961,1.2054,110.385,1.33254,1.43732,0.99777,82.837,6.65234,1.25768,32.154
2012.03.30,1.26907,1.03736,1.32714,1.20545,109.559,1.33139,1.44478,0.99679,82.29,6.65694,1.25878,32.213
2012.03.31,1.26215,1.03425,1.33188,1.20379,110.57,1.33376,1.44355,0.99856,82.84,6.6074,1.25692,32.243
2012.04.01,1.26369,1.0352,1.33163,1.20343,110.57,1.33426,1.44375,0.99804,82.85,6.596,1.25778,32.23
2012.04.02,1.26863,1.0352,1.33068,1.20387,110.697,1.33563,1.4431,0.99626,82.882,6.59441,1.25313,32.464
2012.04.03,1.26401,1.04069,1.31985,1.20359,108.809,1.33296,1.44774,0.99011,81.628,6.59268,1.25293,33.024
2012.04.04,1.26184,1.03048,1.3106,1.20458,109.544,1.32225,1.44872,0.99112,82.848,6.64428,1.2559,32.612
2012.04.05,1.25998,1.02786,1.30964,1.20331,108.351,1.31435,1.45583,0.99636,82.43,6.69737,1.25829,31.36
2012.04.06,1.26189,1.02936,1.29729,1.20181,107.386,1.30622,1.45611,0.99311,82.21,6.75035,1.25938,31.68
2012.04.07,1.25648,1.0307,1.30484,1.2005,106.78,1.30945,1.45466,0.99643,81.62,6.7463,1.25984,31.72
2012.04.08,1.25652,1.0307,1.30542,1.20063,106.79,1.30946,1.45479,0.99685,81.63,6.746,1.26006,31.72
2012.04.09,1.25703,1.02898,1.30467,1.20127,106.374,1.30851,1.45737,0.99702,81.291,6.75555,1.26174,31.865
2012.04.10,1.25567,1.03079,1.30644,1.20225,107.02,1.31086,1.45872,0.99663,81.639,6.75268,1.26109,31.604
2012.04.11,1.25613,1.0227,1.3136,1.20127,105.459,1.30719,1.45664,1.00486,80.678,6.817,1.26274,31.594
2012.04.12,1.25942,1.03181,1.31625,1.20326,106.255,1.31183,1.46039,1.00332,80.999,6.79313,1.25654,31.594
2012.04.13,1.25577,1.04358,1.3118,1.20172,106.748,1.31883,1.45398,0.99467,80.94,6.74377,1.25058,32.342
2012.04.14,1.25952,1.0376,1.307,1.20193,105.8,1.30745,1.45596,0.99923,80.91,6.7848,1.24811,31.5
2012.04.15,1.25958,1.0376,1.30673,1.2019,105.81,1.30757,1.45657,0.99934,80.9,6.787,1.24813,31.5
2012.04.16,1.25854,1.0376,1.30319,1.2023,105.541,1.30433,1.45972,0.99914,80.917,6.80873,1.24909,31.412
2012.04.17,1.26328,1.03508,1.31237,1.20189,105.535,1.31258,1.45538,0.99981,80.404,6.76627,1.24948,31.462
2012.04.18,1.26545,1.03952,1.29905,1.2014,106.47,1.31348,1.45785,0.989,81.061,6.76333,1.24712,31.696
2012.04.19,1.26893,1.03685,1.29992,1.20194,106.657,1.3117,1.46771,0.99096,81.314,6.74714,1.25078,31.613
2012.04.20,1.26984,1.0344,1.30707,1.20209,107.28,1.31431,1.46866,0.99449,81.624,6.72833,1.25052,31.683
2012.04.21,1.26601,1.0368,1.31141,1.20091,107.77,1.32192,1.46466,0.99173,81.495,6.68476,1.2477,31.642
2012.04.22,1.26697,1.0383,1.31106,1.20095,107.76,1.32166,1.46494,0.99195,81.51,6.7023,1.24796,31.66
2012.04.23,1.2682,1.03816,1.31157,1.2015,107.767,1.32071,1.46728,0.99306,81.597,6.68777,1.24803,31.646
2012.04.24,1.26868,1.03064,1.30328,1.20167,106.626,1.31487,1.4728,0.99116,81.089,6.75779,1.24769,30.784
2012.04.25,1.26965,1.03205,1.30223,1.20165,107.41,1.31951,1.47,0.98684,81.4,6.7318,1.24502,30.798
2012.04.26,1.27053,1.03605,1.30015,1.20156,107.594,1.32306,1.46904,0.98258,81.318,6.71428,1.24283,30.689
2012.04.27,1.27506,1.0369,1.30046,1.20158,106.94,1.31915,1.4735,0.98579,81.067,6.73198,1.24131,31.069
2012.04.28,1.27269,1.0456,1.30048,1.20119,106.42,1.32547,1.47324,0.98102,80.24,6.7127,1.23713,31.213
2012.04.29,1.27296,1.0475,1.2993,1.20077,106.39,1.32536,1.47367,0.98032,80.25,6.721,1.23754,31.24
2012.04.30,1.26962,1.04538,1.29885,1.2012,106.391,1.32392,1.47667,0.98098,80.358,6.71703,1.23751,31.345
2012.05.01,1.27357,1.0423,1.30761,1.20135,105.82,1.32387,1.47279,0.98772,79.932,6.72138,1.23659,31.074
2012.05.02,1.26826,1.03366,1.30474,1.20151,106.196,1.32379,1.47216,0.98559,80.222,6.72151,1.23542,31.003
2012.05.03,1.27723,1.03055,1.29733,1.2014,105.355,1.31478,1.4796,0.98669,80.136,6.74718,1.24019,30.604
2012.05.04,1.28181,1.02647,1.29962,1.20148,105.528,1.3154,1.47877,0.98794,80.223,6.75639,1.24294,30.124
2012.05.05,1.28102,1.0189,1.30145,1.20041,104.447,1.30882,1.48348,0.99474,79.83,6.8149,1.24333,30.35
2012.05.06,1.27821,1.0152,1.2967,1.20062,104.045,1.30504,1.48624,0.99482,79.832,6.84029,1.24607,30.322
2012.05.07,1.27765,1.01206,1.29375,1.20107,103.452,1.29608,1.49342,0.99818,79.821,6.88317,1.25062,30.133
2012.05.08,1.28137,1.02129,1.29611,1.20133,104.381,1.30587,1.48923,0.99254,79.928,6.82078,1.24523,30.06
2012.05.09,1.2855,1.0099,1.29882,1.20113,103.78,1.29925,1.49239,0.99965,79.874,6.85998,1.24893,29.33
2012.05.10,1.28193,1.00403,1.29605,1.20107,103.101,1.29341,1.49822,1.00197,79.711,6.88658,1.25239,29.164
2012.05.11,1.28302,1.00578,1.29727,1.20113,103.308,1.29328,1.49824,1.00308,79.878,6.94779,1.25208,29.004
2012.05.12,1.28024,1.0021,1.29247,1.2004,103.24,1.29184,1.4929,1.00114,79.91,6.95436,1.25243,28.87
2012.05.13,1.27867,1.0042,1.28981,1.20082,103.188,1.29045,1.49414,0.99886,79.959,6.9574,1.25061,28.87
2012.05.14,1.283,1.00201,1.29032,1.20123,103.209,1.2897,1.49695,1.00047,80.027,6.97577,1.25227,28.809
2012.05.15,1.28294,0.99707,1.28592,1.2012,102.466,1.28297,1.50696,1.00225,79.869,7.04681,1.25746,28.214
2012.05.16,1.29181,0.99431,1.2824,1.20111,102.271,1.27344,1.50736,1.00701,80.309,7.17823,1.26146,27.657
2012.05.17,1.29592,0.99308,1.2884,1.20104,102.316,1.2732,1.50183,1.01186,80.362,7.16714,1.26693,27.329
2012.05.18,1.29436,0.9893,1.29367,1.20102,100.837,1.26975,1.49286,1.0188,79.414,7.19482,1.27191,28.094
2012.05.19,1.30021,0.984,1.30689,1.20082,100.99,1.27778,1.48606,1.01923,79.007,7.13952,1.2747,28.68
2012.05.20,1.29649,0.9833,1.30283,1.20051,100.81,1.27515,1.48841,1.02082,79.02,7.1502,1.27421,28.73
2012.05.21,1.29778,0.9833,1.30439,1.20109,101.123,1.27713,1.48683,1.02131,79.179,7.14713,1.27273,28.723
2012.05.22,1.29245,0.99126,1.30386,1.20105,101.741,1.2812,1.48378,1.01767,79.412,7.10492,1.26708,28.564
2012.05.23,1.29837,0.97684,1.29417,1.20103,101.296,1.26605,1.49463,1.02215,80.008,7.18058,1.27637,28.104
2012.05.24,1.29865,0.97271,1.28908,1.20095,99.792,1.25612,1.49903,1.02609,79.448,7.17348,1.27773,27.683
2012.05.25,1.29474,0.9764,1.28671,1.20168,99.861,1.25348,1.50091,1.02653,79.666,7.18178,1.27683,28.163
2012.05.26,1.29194,0.9746,1.28789,1.20038,99.73,1.25119,1.5019,1.02909,79.671,7.1787,1.27734,28.49
2012.05.27,1.29251,0.97596,1.2904,1.20111,99.72,1.2533,1.50206,1.02893,79.62,7.1722,1.27918,28.49
2012.05.28,1.2933,0.98129,1.28922,1.20181,100.032,1.25659,1.4993,1.02594,79.605,7.13705,1.27704,28.617
2012.05.29,1.29335,0.98525,1.28424,1.20187,99.636,1.2521,1.50366,1.02563,79.573,7.16921,1.27885,28.385
2012.05.30,1.29063,0.98263,1.27744,1.20109,99.225,1.24773,1.50461,1.02375,79.521,7.21306,1.27948,27.753
2012.05.31,1.29074,0.97026,1.27476,1.20107,97.716,1.2373,1.50271,1.03017,78.975,7.25235,1.28858,27.923
2012.06.01,1.29008,0.97196,1.27719,1.20102,97.102,1.23617,1.49569,1.0331,78.549,7.26893,1.28751,27.703
2012.06.02,1.2854,0.9695,1.29407,1.20066,96.95,1.24314,1.48359,1.04083,77.95,7.24816,1.29263,28.51
2012.06.03,1.28185,0.9671,1.29245,1.20059,96.9,1.24031,1.48388,1.04083,78.01,7.2604,1.29263,28.51
2012.06.04,1.28375,0.9642,1.29473,1.20106,96.792,1.23982,1.48667,1.04423,78.068,7.27124,1.29401,28.353
2012.06.05,1.2844,0.97502,1.30003,1.20104,98.146,1.25261,1.47616,1.03781,78.354,7.15548,1.28448,28.304
2012.06.06,1.2879,0.97734,1.29206,1.20098,98.119,1.2461,1.4825,1.03679,78.739,7.20017,1.28497,28.505
2012.06.07,1.28649,0.99098,1.29336,1.20098,99.712,1.25755,1.47829,1.02838,79.289,7.15566,1.27399,29.453
2012.06.08,1.29003,0.98913,1.29105,1.20097,100.164,1.25673,1.48321,1.02727,79.703,7.1412,1.27638,28.674
2012.06.09,1.28541,0.9914,1.28425,1.20033,99.4,1.25038,1.48254,1.02642,79.475,7.1174,1.28213,28.449
2012.06.10,1.28745,0.9973,1.284,1.20132,100.622,1.26385,1.47646,1.02411,79.56,7.1366,1.28386,28.48
2012.06.11,1.28585,0.99834,1.29178,1.20107,100.598,1.2644,1.47552,1.02164,79.557,7.03194,1.27629,28.933
2012.06.12,1.2847,0.98749,1.28622,1.20102,98.954,1.24769,1.49026,1.03086,79.31,7.11107,1.28582,28.401
2012.06.13,1.28,0.9945,1.28333,1.20109,99.42,1.25,1.4953,1.0266,79.54,7.07761,1.2825,28.838
2012.06.14,1.28086,0.99491,1.29337,1.20108,99.811,1.25741,1.48229,1.02852,79.376,7.02721,1.28088,28.848
2012.06.15,1.27852,1.0021,1.29207,1.20093,100.278,1.26257,1.47909,1.02333,79.425,7.01163,1.27827,28.595
2012.06.16,1.27929,1.0076,1.29048,1.20073,99.47,1.26355,1.49235,1.02133,78.69,6.9758,1.26855,28.66
2012.06.17,1.27591,1.0105,1.296,1.20105,100.153,1.27117,1.48601,1.02138,78.73,6.9302,1.2677,28.66
2012.06.18,1.27704,1.01127,1.2965,1.20117,100.45,1.27038,1.48554,1.02053,79.069,6.95918,1.26632,28.593
2012.06.19,1.2766,1.01107,1.28765,1.20098,99.534,1.25959,1.49531,1.02224,79.02,7.01832,1.26945,28.757
2012.06.20,1.27931,1.01933,1.29086,1.20095,100.237,1.26788,1.48865,1.01807,79.062,6.97178,1.2666,28.464
2012.06.21,1.27358,1.01937,1.29308,1.20115,100.725,1.26805,1.48754,1.01963,79.433,6.96416,1.26916,28.013
2012.06.22,1.27538,1.00506,1.29095,1.20108,100.459,1.25497,1.49266,1.02865,80.05,7.01739,1.27794,27.023
2012.06.23,1.27276,1.00625,1.2868,1.20025,101.1,1.25691,1.48823,1.02393,80.407,7.0084,1.27728,26.88
2012.06.24,1.27057,1.0053,1.28687,1.20103,101.05,1.25585,1.49088,1.02444,80.45,7.007,1.2748,26.88
2012.06.25,1.27441,1.00382,1.28706,1.20098,101.015,1.25374,1.49245,1.02657,80.571,7.02635,1.27815,26.695
2012.06.26,1.27171,1.00069,1.28629,1.20093,99.592,1.25022,1.49488,1.02882,79.657,7.05971,1.28088,27.489
2012.06.27,1.27275,1.00464,1.27873,1.20094,99.207,1.24849,1.50366,1.02418,79.463,7.06548,1.27897,27.053
2012.06.28,1.27281,1.00733,1.27841,1.20097,99.349,1.24696,1.49931,1.02515,79.673,7.04637,1.27681,26.924
2012.06.29,1.27478,1.00402,1.28589,1.20093,98.659,1.24406,1.49768,1.03359,79.302,7.0378,1.28055,26.323
2012.06.30,1.27643,1.02357,1.2867,1.20066,101.07,1.26627,1.48901,1.01643,79.783,6.9205,1.26736,27.47
2012.07.01,1.27703,1.0242,1.2868,1.20094,101.04,1.26606,1.48866,1.01644,79.78,6.919,1.26474,27.47
2012.07.02,1.27711,1.02368,1.28828,1.20172,101.036,1.26544,1.48883,1.01798,79.841,6.91868,1.26609,27.523
2012.07.03,1.27435,1.02349,1.27944,1.20108,99.947,1.25795,1.49802,1.01709,79.452,6.92638,1.26734,27.454
2012.07.04,1.27787,1.0283,1.27569,1.20103,100.649,1.26041,1.49485,1.01213,79.852,6.93792,1.262,28.258
2012.07.05,1.27741,1.02747,1.26848,1.20115,100.059,1.25152,1.49538,1.01348,79.947,6.9161,1.26699,28.144
2012.07.06,1.27838,1.02804,1.25705,1.20117,98.971,1.23922,1.50507,1.01432,79.865,6.96352,1.26492,27.754
2012.07.07,1.27919,1.02087,1.25233,1.20036,97.77,1.22811,1.51324,1.01942,79.649,7.0175,1.26934,27.08
2012.07.08,1.27367,1.0181,1.25275,1.20075,97.59,1.22351,1.51172,1.01863,79.7,7.027,1.27205,27.08
2012.07.09,1.27919,1.0181,1.25123,1.20107,97.544,1.22701,1.51501,1.01972,79.495,7.03858,1.27244,26.984
2012.07.10,1.2811,1.02043,1.2555,1.20096,98.003,1.23172,1.51384,1.01931,79.563,7.00072,1.26901,27.314
2012.07.11,1.28232,1.0186,1.25283,1.20091,97.253,1.22546,1.52032,1.0223,79.352,6.97577,1.26822,26.933
2012.07.12,1.28905,1.0252,1.24808,1.20088,97.47,1.22441,1.52077,1.01924,79.604,6.99442,1.26325,27.116
2012.07.13,1.28282,1.01356,1.24328,1.2008,96.681,1.2188,1.51947,1.02004,79.32,7.03231,1.26952,27.133
2012.07.14,1.28492,1.0228,1.24157,1.2004,96.97,1.22423,1.52665,1.01372,79.25,7.0273,1.26493,27.31
2012.07.15,1.28409,1.0234,1.2422,1.20085,97.135,1.22575,1.525,1.01343,79.251,7.0172,1.26435,27.31
2012.07.16,1.28469,1.02336,1.24179,1.20093,96.967,1.22465,1.5277,1.01393,79.18,7.02768,1.26424,27.403
2012.07.17,1.2858,1.02423,1.24504,1.20093,96.694,1.22653,1.52973,1.01504,78.836,7.04286,1.26414,27.323
2012.07.18,1.29184,1.03153,1.24425,1.20111,97.23,1.2295,1.53013,1.012,79.078,6.95212,1.26028,27.312
2012.07.19,1.29542,1.03627,1.24,1.20095,96.737,1.22766,1.53049,1.00997,78.796,6.93688,1.25806,27.153
2012.07.20,1.29754,1.04181,1.23714,1.20102,96.664,1.22759,1.53742,1.00773,78.743,6.92428,1.2537,27.284
2012.07.21,1.29989,1.0396,1.2302,1.20064,95.42,1.21535,1.54295,1.01163,78.48,6.9398,1.25526,27.29
2012.07.22,1.29612,1.0356,1.2282,1.20078,95,1.21119,1.54585,1.01388,78.51,6.9613,1.25495,27.29
2012.07.23,1.29767,1.03374,1.23009,1.20096,95.161,1.21271,1.5456,1.01429,78.469,6.96037,1.2579,27.226
2012.07.24,1.30111,1.02695,1.23438,1.20096,94.918,1.21234,1.53705,1.01813,78.288,6.92688,1.26103,27.033
2012.07.25,1.30554,1.02129,1.23332,1.20097,94.221,1.20612,1.54301,1.02254,78.118,6.97892,1.26234,26.954
2012.07.26,1.3043,1.02996,1.23323,1.20095,94.815,1.21387,1.5318,1.01586,78.105,6.97707,1.25612,27.307
2012.07.27,1.299,1.03953,1.24011,1.20093,96.154,1.22774,1.53386,1.01001,78.317,6.87051,1.25146,27.467
2012.07.28,1.29012,1.0461,1.23604,1.20084,96.69,1.23203,1.53375,1.00292,78.45,6.8634,1.24694,27.72
2012.07.29,1.29194,1.0472,1.2349,1.20073,96.463,1.22965,1.5363,1.00412,78.438,6.8692,1.24716,27.72
2012.07.30,1.29411,1.0472,1.23556,1.20096,96.576,1.23025,1.53505,1.00432,78.501,6.87187,1.24765,27.686
2012.07.31,1.2975,1.04925,1.22783,1.20105,95.779,1.22595,1.53917,1.00149,78.127,6.78572,1.24638,28.123
2012.08.01,1.29553,1.04911,1.2334,1.20103,96.033,1.22916,1.53066,1.00338,78.127,6.79854,1.24541,27.934
2012.08.02,1.29271,1.04674,1.22975,1.20125,95.927,1.22382,1.52531,1.00474,78.382,6.7909,1.24768,27.446
2012.08.03,1.2921,1.0458,1.22677,1.20127,95.263,1.21785,1.53008,1.00728,78.224,6.81075,1.24863,27.162
2012.08.04,1.28928,1.0567,1.2398,1.20149,97.22,1.23854,1.51721,1.00106,78.45,6.6971,1.24135,27.69
2012.08.05,1.28789,1.0562,1.2397,1.20112,97.19,1.23779,1.51677,1.00086,78.48,6.7023,1.24136,27.79
2012.08.06,1.2908,1.05583,1.24332,1.20141,97.69,1.24268,1.51319,1.0005,78.611,6.6897,1.24041,27.783
